especie,longitud,latitud
Rhodnius prolixus,-73.917400,10.506100
Rhodnius prolixus,-74.751812,6.123002
Rhodnius prolixus,-74.935453,6.081488
Rhodnius prolixus,-76.294296,8.446272
Rhodnius prolixus,-76.271949,8.537613
Rhodnius prolixus,-74.156619,6.908897
Rhodnius prolixus,-73.957502,6.958423
Rhodnius prolixus,-74.889316,7.507747
Rhodnius prolixus,-70.360561,6.792460
Rhodnius prolixus,-70.360561,6.792460
Rhodnius prolixus,-70.360561,6.792460
Rhodnius prolixus,-70.360561,6.792460
Rhodnius prolixus,-70.620568,6.829847
Rhodnius prolixus,-70.620568,6.829847
Rhodnius prolixus,-70.620568,6.829847
Rhodnius prolixus,-71.095457,6.944127
Rhodnius prolixus,-71.095457,6.944127
Rhodnius prolixus,-71.095457,6.944127
Rhodnius prolixus,-71.095457,6.944127
Rhodnius prolixus,-72.351111,6.979167
Rhodnius prolixus,-70.895085,7.036552
Rhodnius prolixus,-70.755325,6.779954
Rhodnius prolixus,-70.755325,6.779954
Rhodnius prolixus,-70.755325,6.779954
Rhodnius prolixus,-70.755325,6.779954
Rhodnius prolixus,-70.603918,6.994453
Rhodnius prolixus,-70.603918,6.994453
Rhodnius prolixus,-70.466849,6.683850
Rhodnius prolixus,-71.067230,6.875414
Rhodnius prolixus,-71.388032,7.022874
Rhodnius prolixus,-71.250274,6.816823
Rhodnius prolixus,-71.250274,6.816823
Rhodnius prolixus,-71.250274,6.816823
Rhodnius prolixus,-70.181043,6.340421
Rhodnius prolixus,-70.362097,6.554892
Rhodnius prolixus,-71.774060,6.707504
Rhodnius prolixus,-71.774060,6.707504
Rhodnius prolixus,-71.774060,6.707504
Rhodnius prolixus,-71.774060,6.707504
Rhodnius prolixus,-71.573987,6.722825
Rhodnius prolixus,-71.795397,6.722284
Rhodnius prolixus,-70.952025,6.292527
Rhodnius prolixus,-71.750290,6.918873
Rhodnius prolixus,-71.868054,6.869335
Rhodnius prolixus,-71.868054,6.869335
Rhodnius prolixus,-71.839165,6.521419
Rhodnius prolixus,-71.783184,6.559498
Rhodnius prolixus,-71.597069,6.535892
Rhodnius prolixus,-71.897385,6.283940
Rhodnius prolixus,-71.920477,6.413318
Rhodnius prolixus,-71.669226,6.439413
Rhodnius prolixus,-71.760272,6.397251
Rhodnius prolixus,-71.760272,6.397251
Rhodnius prolixus,-71.760272,6.397251
Rhodnius prolixus,-71.760272,6.397251
Rhodnius prolixus,-71.646479,6.583453
Rhodnius prolixus,-71.700126,6.279422
Rhodnius prolixus,-71.758450,6.331797
Rhodnius prolixus,-71.941076,6.191280
Rhodnius prolixus,-71.941076,6.191280
Rhodnius prolixus,-73.384210,4.981791
Rhodnius prolixus,-73.384210,4.981791
Rhodnius prolixus,-73.083889,5.181389
Rhodnius prolixus,-73.085512,5.268753
Rhodnius prolixus,-73.085512,5.268753
Rhodnius prolixus,-73.085512,5.268753
Rhodnius prolixus,-73.085512,5.268753
Rhodnius prolixus,-73.108518,5.210791
Rhodnius prolixus,-73.161667,5.263889
Rhodnius prolixus,-73.161667,5.263889
Rhodnius prolixus,-73.080568,5.179561
